Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	536	25	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Celery	Late blight
500-599	536	26	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Squash	"Downy mildew, Anthracnose, Scab"
500-599	536	27	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Cotton	Damping oil
500-599	536	28	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		lettuce	Downy mildew
500-599	537	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	537	1	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Beans	"Anthracnose, Downy mildew,  Rust"
500-599	537	2	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Peas	"Anthracnose, Downy mildew,  Rust"
500-599	537	3	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Mungo	"Anthracnose, Downy mildew,  Rust"
500-599	537	4	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Tomato	"Early and late blight, Anthracnose, Septoria leaf spot"
500-599	537	5	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Garlic	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	537	6	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Onion	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	537	7	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Pepper	Anthracnose
500-599	537	8	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Chili	Anthracnose
500-599	537	9	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Eggplant	"Blight, Anthracnose"
500-599	537	10	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Banana	"Sigatoka, Black leaf streak"
500-599	537	11	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Grapes	"Downy mildew, black rot"
500-599	537	12	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Mango	Anthracnose and Scab
500-599	537	13	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Papaya	Fruit rot
500-599	537	14	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Melon	"Downy mildew, Anthracnose, Scab"
500-599	537	15	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Watermelon	"Downy mildew, Anthracnose, Scab"
500-599	537	16	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Corn (Sweet andPopcorn)	Helminthosporium leaf spot
500-599	537	17	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Rice	"Blast, Sheath blight, cercospora leaf spot, helminthosporium leafspot"
500-599	537	18	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Peanut	Cercospora leaf spot
500-599	537	19	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Soybeans	Leaf rust
500-599	537	20	GRANDIA AGRO MARKETING CORPORATION	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Ornamentals	"Black spot, blight, Anthracnose"
500-599	537	21	PHILAGROW INC.	MANCOZEB	G-ZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	445-053-3100	17/01/2022		Cucumber	"Downy mildew, Anthracnose, Scab"
500-599	537	22	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Mango	Thrips
500-599	537	23	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Tomato	"Fruitworm, armyworm, cutworm"
500-599	537	24	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Eggplant	"Fruitborer, aphids, leafhopper, & thrips"
500-599	537	25	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Cabbage	"Diamond back moth, cabbage worm & aphids, thrips"
500-599	537	26	ZEAL ECOLOGICAL NATURE (ZENCOR) CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Watermelon	Thrips
500-599	537	27	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Potato	"Thrips, army worm, cutworm, tubermoth"
500-599	537	28	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Soybeans	"Corn earworm, leafminer"
500-599	537	29	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Mungbeans	"Corn earworm, leafminer"
500-599	538	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	538	1	ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Cotton	"Thrips, bollworm & budworm"
500-599	538	2	ZEAL ECOLOGICAL NATURE (ZENCOR) CORPORATION	PROFENOFOS	GUSTO 500 EC	500 g/L	EC	INSECTICIDE	2	575-070-3942	02/12/2022	CONTACT	Sitao	"Beanfly, leaffolder & aphids"
500-599	538	3	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
500-599	538	4	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Wongbok	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
500-599	538	5	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Cabbage	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
500-599	538	6	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
500-599	538	7	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Garlic	"Thrips, cutworm"
500-599	538	8	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Onion	"Thrips, cutworm"
500-599	538	9	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
500-599	538	10	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Mango	leafhoppers
500-599	538	11	"UNAHCO,INC."	CARTAP HYDROCHLORIDE	GUNNER 50 SP	500 g/kg	SP	INSECTICIDE	3	662-106-5258	27/05/2022	SYSTEMIC	Pechay	"looper, cutworm, aphids"
500-599	538	12	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Potato	"Whiteflies, aphids, thrips"
500-599	538	13	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Stringbean	"Green Leafhopper, aphids, mites"
500-599	538	14	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Eggplant	"Whiteflies, gGreen leafhopper, aphids"
500-599	538	15	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Bittergourd	"Leafhoppers, thrips, aphids, fruitfly, cutworm"
500-599	538	16	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Mango	"Leafhoppers, tip borers, capsid bug, fruitfly, cecid fly"
500-599	538	17	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Corn	"Asiatic corn borer, cutworm, leafhoppers, aphids, earworm"
500-599	538	18	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Bnana	Flower thrips
500-599	538	19	"S & P ENTERPRISES, INC."	LAMBDACYHALOTHRIN+THIAMETHOXAM	GUARDMAX 247 ZC	106 g/L+141 g/L	ZC	INSECTICIDE	2	566-395-5136	23/03/2023		Rice	"Stemborer, leafhoppers, rice bugs"
500-599	538	20	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Banana	Black Sigatoka
500-599	538	21	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Mango	Anthracnose
500-599	538	22	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Rice	Sheath Blight
500-599	538	23	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Stringbeans	Leaf spot
500-599	538	24	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Eggplant	Leaf Spot
500-599	538	25	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Tomato	"Alternaria leaf spot, cercospora leafmold,powdery mildew"
500-599	538	26	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Cabbage	"Ringspot,alternaria"
500-599	539	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	539	1	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Onion	Purple blotch
500-599	539	2	UNIVERSAL HARVESTER INC.	DIFENOCONAZOLE	GUARDKING 250 EC	250 g/L	EC	FUNGICIDE	4	606-272-4268	05/03/2021	SYSTEMIC	Asparagus	Stem and leaf blight
500-599	539	3	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Mango	"Leafhopper, twig borer, tip borer, fruit fly"
500-599	539	4	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Rice	"Green leafhopper, brown planthopper, white-backed planthopper,leaffolder, stem borer, armyworm, rice bug"
500-599	539	5	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Cabbage	"Diamond back-moth, cabbage moth, worm"
500-599	539	6	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Beans	"Pod borer, beanfly, leafminer, aphids, cutworm"
500-599	539	7	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Tomato	"Tomato fruitworm, aphids, beetle"
500-599	539	8	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Watermelon	"Aphids, thrips, beetle"
500-599	539	9	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Onion	"Thrips, cutworm"
500-599	539	10	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Banana	"Thrips, scarring beetle"
500-599	539	11	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Cotton	"Bollworm, cutworm, leafworm, aphids, leafhopper, thrips, bollweevil"
500-599	539	12	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Tobacco	"Budworm, cutworm, aphids, thrips"
500-599	539	13	GOLDENMAN MARKETING CORPORATION	CYPERMETHRIN	GUARDIAN 5 EC	50 g/L	EC	INSECTICIDE	4	400-037-2315	08/09/2023	CONTACT	Corn	"Cornborer, earworm"
500-599	539	14	"C.B. ANDREW ASIA, INC."	BISPYRIBAC SODIUM	GUARANTEE 10 SC	100 g/L	SC	HERBICIDE	4	460-276-2756	21/05/2024	SELECTIVE/SYSTEMIC(POST-EMERGENCE)	Rice (Direct-Seededlowland)	"Grasses, sedges & broadleaves"
500-599	539	15	"C.B. ANDREW ASIA, INC."	BISPYRIBAC SODIUM	GUARANTEE 10 SC	100 g/L	SC	HERBICIDE	4	460-276-2756	21/05/2024	SELECTIVE/SYSTEMIC(POST-EMERGENCE)	Rice(Transplanted)	"Grasses, sedges & broadleaves"
500-599	539	16	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Mango	"Anthracnose, scab, stem-end rot"
500-599	539	17	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Watermelon	"Damping off, leaf spot, anthracnose, downy, mildew, powderymildew"
500-599	539	18	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Onion	Basal/bulb rot
500-599	539	19	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Tomato	"Late/early blight, powdery mildew"
500-599	539	20	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Corn	"Sheath blight, leaf spot, leaf rust, ear rot"
500-599	539	21	PHILAGROW INC.	AZOXYSTROBIN	GROWZTAR 25 SC	250 g/L	SC	FUNGICIDE	4	372-309-2979	18/06/2024	SYSTEMIC	Asparagus	"Stem blight, leaf blight, fusarium wilt"
500-599	539	22	"AGRIBASE CHEMICALS, INC."	BUTACHLOR	GROUND ZERO	600 g/L	EC	HERBICIDE	4	457-150-3266	21/02/2023	PRE-EMERGENT	Rice (Direct-seeded)	Grasses and sedges
500-599	539	23	"AGRIBASE CHEMICALS, INC."	BUTACHLOR	GROUND ZERO	600 g/L	EC	HERBICIDE	4	457-150-3266	21/02/2023	PRE-EMERGENT	Rice (Transplanted)	Grasses and sedges
500-599	539	24	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Glyphosate tolerantcorn	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	539	25	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Mango	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	539	26	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Banana	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	539	27	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Coffee	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	539	28	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Cacao	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	540	1	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Rubber	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	2	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Oil palm	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	3	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Citrus	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	4	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Coconut	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	5	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Sugarcane	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	6	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	Vegetables	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	7	UNITED AGRO TRADE CORPORATION	GLYPHOSATE IPA	GROUND PLUS 480 SL	480 g/L	SL	HERBICIDE	4	264-151-1569	21/09/2022	POST-EMERGENT	non-crop	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	540	8	"JYNNSONS PHILIPPINES, INC."	METALDEHYDE	GRIP 6% PELLET	60 g/Kg	P	MOLLUSCICIDE	4	551-075-4778	29/05/2022	CONTACT	Rice (Transplanted)	Golden apple snail
500-599	540	9	"JYNNSONS PHILIPPINES, INC."	METALDEHYDE	GRIP 6% PELLET	60 g/Kg	P	MOLLUSCICIDE	4	551-075-4778	29/05/2022	CONTACT	Rice (Direct-Seeded)	Golden apple snail
500-599	540	10	"JYNNSONS PHILIPPINES, INC."	METALDEHYDE	GRIP 6% PELLET	60 g/Kg	P	MOLLUSCICIDE	4	551-075-4778	29/05/2022	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
500-599	540	11	"JYNNSONS PHILIPPINES, INC."	METALDEHYDE	GRIP 6% PELLET	60 g/Kg	P	MOLLUSCICIDE	4	551-075-4778	29/05/2022	CONTACT	Crucifers (ChineseCabbage)	"Slug, snails"
500-599	540	12	"JYNNSONS PHILIPPINES, INC."	METALDEHYDE	GRIP 6% PELLET	60 g/Kg	P	MOLLUSCICIDE	4	551-075-4778	29/05/2022	CONTACT	Strawberry	"Slug, snails"
500-599	540	13	EDSEL AGRI AND CHEMICAL CORPORATION	BUTACHLOR+PROPANIL	GRIND 700 EC	350+350 g/L	EC	HERBICIDE	3	597-238-5686	23/08/2024	POST-EMERGENT	Rice (Direct-Seeded)	"Grasses, sedges and brodleaf weeds"
500-599	540	14	EDSEL AGRI AND CHEMICAL CORPORATION	BUTACHLOR+PROPANIL	GRIND 700 EC	350+350 g/L	EC	HERBICIDE	3	597-238-5686	23/08/2024	POST-EMERGENT	Rice (Transplanted)	"Grasses, sedges and brodleaf weeds"
500-599	540	15	INDOFIL PHILIPPINES INC.	COPPER OXYCHLORIDE+COPPER HYDROXIDE	GRIFON SC	223 g/L+239 g/L	SC	FUNGICIDE	3	604-437-4515	18/09/2024		Cavendish Banana	"Diamond fruit spot, finger rot & freckle"
500-599	540	16	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Melon	"Anthracnose, cercospora leafspot, downy mildew, leaf blight"
500-599	540	17	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Corn	"Heminthosphorium leaf spot, cercospora leafspot"
500-599	540	18	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Eggplant	"Anthracnose, cercospora leafspot, early and late blight"
500-599	540	19	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Peanut	"Cercospora leaf spot, rust"
500-599	540	20	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Potato	"Early and late blight, vine rot"
500-599	540	21	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Tomato	"Early and late blight, vine rot"
500-599	540	22	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Carrot	"Alternaria, cercospora leaf spot, heminthosphorium leaf spot"
500-599	540	23	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Banana	"Sigatoka, rust, freckles, heminthosphorium leaf spot"
500-599	540	24	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Mango	"Anthracnose, diplodia rot"
500-599	540	25	ALJAY AGRO INDUSTRIAL SOLUTIONS INC.	CHLOROTHALONIL	GREENIL 500 SC	500 g/L	SC	FUNGICIDE	4	376-118-2766	14/03/2019	-	Beans	"Rust, anthracnose"
